Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZj Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1101,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZl Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1107,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZn Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1113,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZp Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1191,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZr Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1205,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZs Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1235,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZx Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1247,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZz Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1257,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZ0 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1263,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZ1 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1267,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZ3 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1273,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZ4 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1299,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZ5 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1324,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZ6 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1337,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZ9 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1365,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZ- Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1370,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xaA Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1382,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xaB Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1387,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xaE Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1415,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xaF Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1420,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xaH Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1462,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xaI Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1473,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xai Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1676,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJsLzLdrJGM29w-c Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/codegen/WithOption.java - startLine: 26,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJsLzLdrJGM29w-d Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/codegen/WithOption.java - startLine: 30,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJsLzLdrJGM29w-e Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/codegen/WithOption.java - startLine: 34,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJmLzLdrJGM29w7j Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/generation/StaticHelper.java - startLine: 102,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJlpzLdrJGM29w7H Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/generation/WithReaderWriterArgs.java - startLine: 27,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJlpzLdrJGM29w7G Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/generation/WithReaderWriterArgs.java - startLine: 23,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwKIyzLdrJGM29xmg Path: Analisi-1:plc4j/tools/connection-cache/src/main/java/org/apache/plc4x/java/utils/connectionpool2/CachedDriverManager.java - startLine: 195,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJmLzLdrJGM29w7g Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/generation/StaticHelper.java - startLine: 29,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJmLzLdrJGM29w7h Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/generation/StaticHelper.java - startLine: 57,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJmLzLdrJGM29w7k Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/generation/StaticHelper.java - startLine: 113,
To-Do,New,Normal,"java:S100: ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJmLzLdrJGM29w7l Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/generation/StaticHelper.java - startLine: 121,
To-Do,New,Normal,"java:S101: ""Rename this class name to match the regular expression '^[A-Z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJorzLdrJGM29w9I Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/values/PlcDATE_AND_TIME.java - startLine: 34,
To-Do,New,Normal,"java:S101: ""Rename this class name to match the regular expression '^[A-Z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYRYwJm2zLdrJGM29w8R Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/values/PlcTIME_OF_DAY.java - startLine: 36,
